curve,operation,size,threads,execution_mode,repetitions,elapsed_ns_p50,elapsed_ns_p95,elapsed_ns_mean,elapsed_ns_cv,operations,throughput_ops_per_s_p50
BLS12-381,field_inv,8,4,parallel,10,226343.000000,260923.700000,230877.800000,0.10383949,64,282756.701113
BLS12-381,field_inv,8,8,parallel,10,622041.500000,725407.750000,619904.300000,0.11531878,64,102887.026026
BLS12-381,field_inv,16,1,serial,10,335915.000000,417179.500000,350939.100000,0.12498312,128,381048.777220
BLS12-381,field_inv,16,2,parallel,10,300178.500000,387115.850000,310795.600000,0.14293346,128,426412.950961
BLS12-381,field_inv,16,4,parallel,10,335371.000000,429444.450000,349794.200000,0.16160689,128,381666.870421
BLS12-381,field_inv,16,8,parallel,10,626524.000000,691183.650000,618430.300000,0.10064813,128,204301.830417
BLS12-381,field_inv,32,1,serial,10,652093.000000,723806.650000,647938.500000,0.10322558,256,392582.039678
BLS12-381,field_inv,32,2,parallel,10,463212.000000,525898.750000,472615.200000,0.06983418,256,552662.711674
BLS12-381,field_inv,32,4,parallel,10,455669.000000,555463.250000,446949.100000,0.17880093,256,561811.314792
BLS12-381,field_inv,32,8,parallel,10,623541.000000,818019.450000,660583.000000,0.16419108,256,410558.407547
BLS12-381,field_inv,64,1,serial,10,1131175.000000,1194050.850000,1134999.200000,0.03108864,512,452626.693482
BLS12-381,field_inv,64,2,parallel,10,819605.500000,888508.050000,801205.700000,0.09630743,512,624690.781114
BLS12-381,field_inv,64,4,parallel,10,609963.000000,727745.150000,625889.200000,0.09856143,512,839395.176429
BLS12-381,field_inv,64,8,parallel,10,694232.000000,799963.650000,699410.100000,0.11058313,512,737505.617719
BLS12-381,field_inv,128,1,serial,10,2227284.500000,2399013.850000,2256499.100000,0.04030149,1024,459752.671920
BLS12-381,field_inv,128,2,parallel,10,1349784.000000,1437698.150000,1346599.100000,0.04989352,1024,758639.900903
BLS12-381,field_inv,128,4,parallel,10,938005.500000,1194715.350000,968272.500000,0.15205209,1024,1091678.033871
BLS12-381,field_inv,128,8,parallel,10,822017.500000,914037.500000,829707.600000,0.07207699,1024,1245715.571749
BLS12-381,field_inv,256,1,serial,10,4399291.500000,4741630.550000,4469986.200000,0.03375987,2048,465529.506285
BLS12-381,field_inv,256,2,parallel,10,2631226.000000,2872561.000000,2627860.900000,0.06490204,2048,778344.391550
BLS12-381,field_inv,256,4,parallel,10,1590578.500000,1645328.950000,1583953.700000,0.03184120,2048,1287581.845222
BLS12-381,field_inv,256,8,parallel,10,1243840.000000,1608516.700000,1314500.500000,0.13146495,2048,1646514.021096
BLS12-381,field_inv,512,1,serial,10,8769098.000000,9273973.250000,8873845.700000,0.02838977,4096,467094.791277
BLS12-381,field_inv,512,2,parallel,10,5185760.500000,5621359.400000,5184189.100000,0.05602000,4096,789855.219885
BLS12-381,field_inv,512,4,parallel,10,2668644.500000,3044314.600000,2723512.300000,0.06965740,4096,1534861.612328
BLS12-381,field_inv,512,8,parallel,10,2538313.500000,2829158.900000,2450820.700000,0.16122340,4096,1613669.863868
BLS12-381,field_mul,2,1,serial,10,711.500000,994.000000,720.400000,0.28855210,16,22487702.037948
BLS12-381,field_mul,2,2,parallel,10,87874.000000,259631.850000,121092.900000,0.75814355,16,182078.885677
BLS12-381,field_mul,2,4,parallel,10,191466.500000,293252.050000,206368.100000,0.24499451,16,83565.532352
BLS12-381,field_mul,2,8,parallel,10,477613.000000,559292.000000,462655.300000,0.17311363,16,33499.925672
BLS12-381,field_mul,4,1,serial,10,897.000000,1334.050000,935.800000,0.28009297,32,35674470.457079
BLS12-381,field_mul,4,2,parallel,10,94118.000000,107791.250000,94803.200000,0.09975801,32,339998.725005
BLS12-381,field_mul,4,4,parallel,10,262576.500000,330919.200000,253041.500000,0.24937349,32,121869.245725
BLS12-381,field_mul,4,8,parallel,10,470931.000000,493445.400000,461290.600000,0.06746408,32,67950.506550
BLS12-381,field_mul,8,1,serial,10,1578.000000,1819.950000,1568.800000,0.12685542,64,40557667.934094
BLS12-381,field_mul,8,2,parallel,10,93105.500000,122917.550000,97789.400000,0.15945612,64,687392.259319
BLS12-381,field_mul,8,4,parallel,10,196140.000000,263889.500000,200559.700000,0.21639510,64,326297.542572
BLS12-381,field_mul,8,8,parallel,10,459152.500000,563722.050000,460512.200000,0.15956353,64,139387.240623
BLS12-381,field_mul,16,1,serial,10,2515.000000,2910.950000,2594.800000,0.10532835,128,50894632.206759
BLS12-381,field_mul,16,2,parallel,10,96801.000000,121730.950000,98121.200000,0.16218619,128,1322300.389459
BLS12-381,field_mul,16,4,parallel,10,179018.000000,266872.950000,190492.400000,0.24863208,128,715011.898245
BLS12-381,field_mul,16,8,parallel,10,506205.000000,607804.250000,490474.300000,0.20159056,128,252861.982794
BLS12-381,field_mul,32,1,serial,10,5214.500000,5840.050000,5171.600000,0.09528041,256,49093872.854540
BLS12-381,field_mul,32,2,parallel,10,93416.500000,267177.900000,126377.600000,0.74994522,256,2740415.237137
BLS12-381,field_mul,32,4,parallel,10,188464.000000,282935.150000,198857.100000,0.27510899,256,1358349.605230
BLS12-381,field_mul,32,8,parallel,10,534628.000000,707314.850000,539896.000000,0.24909271,256,478837.621673
BLS12-381,field_mul,64,1,serial,10,10419.000000,11036.050000,9859.300000,0.11675184,512,49140992.417698
BLS12-381,field_mul,64,2,parallel,10,102998.000000,133071.300000,104645.100000,0.20099654,512,4970970.310103
BLS12-381,field_mul,64,4,parallel,10,242492.000000,355012.350000,241188.700000,0.33770210,512,2111409.860944
BLS12-381,field_mul,64,8,parallel,10,533347.500000,734549.900000,542933.100000,0.22834611,512,959974.500677
BLS12-381,field_mul,128,1,serial,10,17102.000000,21185.000000,18395.400000,0.11109521,1024,59876037.890305
BLS12-381,field_mul,128,2,parallel,10,108890.000000,129334.250000,110160.100000,0.11567719,1024,9403985.673616
BLS12-381,field_mul,128,4,parallel,10,171103.500000,228836.400000,180391.700000,0.15901009,1024,5984681.786170
BLS12-381,field_mul,128,8,parallel,10,530814.500000,641388.350000,491422.600000,0.25639375,1024,1929110.828736
BLS12-381,field_mul,256,1,serial,10,33883.000000,42105.500000,36757.300000,0.12043500,2048,60443290.145501
BLS12-381,field_mul,256,2,parallel,10,121171.000000,132726.150000,120298.700000,0.07125967,2048,16901733.913230
BLS12-381,field_mul,256,4,parallel,10,162397.000000,263298.400000,178418.300000,0.29961036,2048,12611070.401547
BLS12-381,field_mul,256,8,parallel,10,577071.000000,732911.300000,594073.400000,0.20140764,2048,3548956.714165
BLS12-381,field_mul,512,1,serial,10,82404.000000,90214.350000,79638.400000,0.11595082,4096,49706324.935683
BLS12-381,field_mul,512,2,parallel,10,148131.000000,182121.800000,147726.100000,0.15053311,4096,27651200.626473
BLS12-381,field_mul,512,4,parallel,10,191662.000000,301367.550000,200622.900000,0.32339091,4096,21370955.118907
BLS12-381,field_mul,512,8,parallel,10,553453.000000,749991.350000,553544.900000,0.27759774,4096,7400809.102128
BLS12-381,multi_pairing,2,1,serial,10,10384628.500000,10820864.450000,10477277.600000,0.02026638,16,1540.738795
BLS12-381,multi_pairing,2,2,parallel,10,5635958.500000,6135277.050000,5693628.500000,0.04913014,16,2838.913736
BLS12-381,multi_pairing,2,4,parallel,10,3259582.000000,4006527.300000,3358394.000000,0.11240327,16,4908.604846
BLS12-381,multi_pairing,2,8,parallel,10,2335006.500000,2765534.450000,2345971.700000,0.12364766,16,6852.229319
BLS12-381,multi_pairing,4,1,serial,10,14889145.500000,15174047.050000,14912744.000000,0.01186934,32,2149.216689
BLS12-381,multi_pairing,4,2,parallel,10,7774218.500000,8245784.100000,7834913.900000,0.03118367,32,4116.169362
BLS12-381,multi_pairing,4,4,parallel,10,4334517.000000,4556029.050000,4338593.400000,0.03427944,32,7382.598799
BLS12-381,multi_pairing,4,8,parallel,10,2764830.500000,3530140.950000,2962307.400000,0.11678857,32,11573.946396
BLS12-381,multi_pairing,8,1,serial,10,25048778.500000,26088223.700000,25111651.400000,0.02537073,64,2555.014808
BLS12-381,multi_pairing,8,2,parallel,10,13160830.000000,15388096.250000,13509333.200000,0.08308677,64,4862.915181
BLS12-381,multi_pairing,8,4,parallel,10,6898950.500000,7395250.300000,6961121.400000,0.03426559,64,9276.773330
BLS12-381,multi_pairing,8,8,parallel,10,4981480.500000,5567758.450000,4864018.900000,0.13289087,64,12847.586174
BLS12-381,multi_pairing,16,1,serial,10,47497961.000000,51473898.000000,48133987.200000,0.03763129,128,2694.852522
BLS12-381,multi_pairing,16,2,parallel,10,23988195.500000,26200044.700000,24339681.500000,0.04504075,128,5335.957846
BLS12-381,multi_pairing,16,4,parallel,10,12512612.500000,15064283.600000,12893069.700000,0.11129934,128,10229.678255
BLS12-381,multi_pairing,16,8,parallel,10,9889076.500000,10085886.350000,9118327.200000,0.14451946,128,12943.574660
BLS12-381,multi_pairing,32,1,serial,10,90680598.500000,91458993.700000,90489960.400000,0.00808836,256,2823.095615
BLS12-381,multi_pairing,32,2,parallel,10,45206776.500000,46455683.150000,45433272.000000,0.01407545,256,5662.867822
BLS12-381,multi_pairing,32,4,parallel,10,23460527.000000,29291806.600000,24715222.500000,0.11067836,256,10911.945840
BLS12-381,multi_pairing,32,8,parallel,10,16860763.500000,18590714.700000,15943073.100000,0.14305465,256,15183.179575
BLS12-381,multi_pairing,64,1,serial,10,173921690.000000,177344003.350000,174469460.000000,0.00931382,512,2943.853639
BLS12-381,multi_pairing,64,2,parallel,10,90356181.000000,99324563.100000,92065593.800000,0.04967056,512,5666.463482
BLS12-381,multi_pairing,64,4,parallel,10,45639160.000000,48509155.200000,45982390.000000,0.03297801,512,11218.436097
BLS12-381,multi_pairing,64,8,parallel,10,32033815.000000,34632832.800000,31063891.500000,0.10266065,512,15983.110348
BLS12-381,ntt,2,1,serial,10,1698.000000,2656.550000,1780.200000,0.32346853,16,9422850.412250
BLS12-381,ntt,2,2,parallel,10,89980.500000,102967.100000,90876.600000,0.09405681,16,177816.304644
BLS12-381,ntt,2,4,parallel,10,139269.500000,332784.750000,181013.700000,0.44816583,16,114885.168684
BLS12-381,ntt,2,8,parallel,10,533175.000000,603747.550000,494360.800000,0.22420120,16,30008.908895
BLS12-381,ntt,4,1,serial,10,2875.000000,4244.650000,2976.300000,0.27398285,64,22260869.565217
BLS12-381,ntt,4,2,parallel,10,87197.500000,99501.900000,89785.900000,0.06845105,64,733965.996732
BLS12-381,ntt,4,4,parallel,10,157799.000000,186188.250000,159984.500000,0.11029279,64,405579.249552
BLS12-381,ntt,4,8,parallel,10,568891.000000,683285.500000,561037.200000,0.20847363,64,112499.582521
BLS12-381,ntt,8,1,serial,10,5831.000000,7080.500000,5820.000000,0.13570507,192,32927456.696964
BLS12-381,ntt,8,2,parallel,10,91054.500000,110743.950000,94448.700000,0.10272330,192,2108627.250712
BLS12-381,ntt,8,4,parallel,10,205562.500000,360125.400000,223120.100000,0.35785267,192,934022.499240
BLS12-381,ntt,8,8,parallel,10,551516.500000,632596.200000,545820.200000,0.13127736,192,348131.016932
BLS12-381,ntt,16,1,serial,10,12468.000000,13853.550000,12343.900000,0.10364611,512,41065126.724414
BLS12-381,ntt,16,2,parallel,10,101799.500000,117304.100000,103010.700000,0.09560157,512,5029494.250954
BLS12-381,ntt,16,4,parallel,10,189009.500000,283722.300000,197678.400000,0.28010827,512,2708858.549438
BLS12-381,ntt,16,8,parallel,10,573447.500000,706179.150000,537687.200000,0.29836615,512,892845.465365
BLS12-381,ntt,32,1,serial,10,27957.000000,33250.500000,28484.900000,0.12232932,1280,45784597.775155
BLS12-381,ntt,32,2,parallel,10,111668.500000,131026.050000,113817.400000,0.10728873,1280,11462498.376892
BLS12-381,ntt,32,4,parallel,10,167446.500000,274935.500000,183231.300000,0.28798323,1280,7644232.635499
BLS12-381,ntt,32,8,parallel,10,553123.000000,651174.200000,499415.800000,0.31912019,1280,2314132.661271
BLS12-381,ntt,64,1,serial,10,56860.500000,76497.600000,60635.700000,0.14059917,3072,54026960.719656
BLS12-381,ntt,64,2,parallel,10,132787.500000,149814.850000,134421.300000,0.07425660,3072,23134707.709687
BLS12-381,ntt,64,4,parallel,10,164345.500000,232293.350000,175277.300000,0.18373507,3072,18692328.052791
BLS12-381,ntt,64,8,parallel,10,565164.500000,690724.050000,550111.500000,0.17724877,3072,5435585.568450
BLS12-381,ntt,128,1,serial,10,146292.500000,162255.000000,145437.700000,0.11407724,7168,48997727.156211
BLS12-381,ntt,128,2,parallel,10,182129.000000,318012.850000,205705.400000,0.30004794,7168,39356719.687694
BLS12-381,ntt,128,4,parallel,10,197195.000000,222476.550000,197356.000000,0.11293351,7168,36349806.029565
BLS12-381,ntt,128,8,parallel,10,573617.500000,720463.050000,580660.800000,0.16426424,7168,12496132.004341
BLS12-381,ntt,256,1,serial,10,297052.500000,374602.350000,318487.900000,0.11669522,16384,55155233.502495
BLS12-381,ntt,256,2,parallel,10,267204.500000,353425.150000,282578.400000,0.14608177,16384,61316332.621644
BLS12-381,ntt,256,4,parallel,10,312779.500000,375296.150000,313471.200000,0.13197028,16384,52381949.584292
BLS12-381,ntt,256,8,parallel,10,590834.500000,718687.800000,607908.100000,0.10845023,16384,27730269.644037
BLS12-381,ntt,512,1,serial,10,657053.000000,737814.250000,669285.000000,0.06770462,36864,56105063.061884
BLS12-381,ntt,512,2,parallel,10,563637.000000,674247.400000,564137.100000,0.13217834,36864,65403797.124745
BLS12-381,ntt,512,4,parallel,10,445282.500000,559929.700000,451931.700000,0.14878523,36864,82787893.079113
BLS12-381,ntt,512,8,parallel,10,567818.000000,810374.550000,582503.900000,0.25540955,36864,64922210.990141
BLS12-381-G1,msm,2,1,serial,10,2294775.000000,2510654.700000,2333236.800000,0.04037996,16,6972.361125
BLS12-381-G1,msm,2,2,parallel,10,1465775.500000,1543654.150000,1459484.200000,0.06621537,16,10915.723452
BLS12-381-G1,msm,2,4,parallel,10,956812.000000,1132808.650000,986522.300000,0.09087784,16,16722.198300
BLS12-381-G1,msm,2,8,parallel,10,887666.500000,1022374.350000,888972.600000,0.09514984,16,18024.787462
BLS12-381-G1,msm,4,1,serial,10,3237523.500000,3320468.000000,3248767.700000,0.01387264,32,9884.098139
BLS12-381-G1,msm,4,2,parallel,10,1929979.500000,2029313.750000,1911555.800000,0.05681306,32,16580.486995
BLS12-381-G1,msm,4,4,parallel,10,1270592.000000,1371267.500000,1281539.500000,0.04721869,32,25185.110563
BLS12-381-G1,msm,4,8,parallel,10,1105356.500000,1220977.950000,1102975.500000,0.09255548,32,28949.936061
BLS12-381-G1,msm,8,1,serial,10,4672143.500000,4830930.100000,4693854.700000,0.01828187,64,13698.209398
BLS12-381-G1,msm,8,2,parallel,10,2669147.500000,2925622.150000,2686011.200000,0.05899860,64,23977.693252
BLS12-381-G1,msm,8,4,parallel,10,1649732.500000,1796510.750000,1673344.300000,0.04885760,64,38794.168145
BLS12-381-G1,msm,8,8,parallel,10,1564179.500000,1751221.950000,1564413.000000,0.09053787,64,40916.020188
BLS12-381-G1,msm,16,1,serial,10,7289663.500000,7699251.700000,7343573.400000,0.02877641,128,17559.109553
BLS12-381-G1,msm,16,2,parallel,10,3899910.500000,4089014.100000,3925698.300000,0.02774000,128,32821.266026
BLS12-381-G1,msm,16,4,parallel,10,2456350.000000,2757964.050000,2452261.600000,0.08345869,128,52109.837767
BLS12-381-G1,msm,16,8,parallel,10,1863473.000000,2050914.900000,1859784.500000,0.07515367,128,68688.948002
BLS12-381-G1,msm,32,1,serial,10,11904562.000000,12551527.900000,12031200.400000,0.02675436,256,21504.361101
BLS12-381-G1,msm,32,2,parallel,10,6280266.000000,8288442.450000,6617127.200000,0.17084139,256,40762.604641
BLS12-381-G1,msm,32,4,parallel,10,3579485.500000,3852910.450000,3593847.400000,0.05561110,256,71518.658198
BLS12-381-G1,msm,32,8,parallel,10,2712086.500000,3070113.850000,2690155.000000,0.13175282,256,94392.269568
BLS12-381-G1,msm,64,1,serial,10,19991823.000000,20370481.600000,19973413.100000,0.01498714,512,25610.470841
BLS12-381-G1,msm,64,2,parallel,10,10120435.000000,10766751.450000,10216860.100000,0.02982109,512,50590.710775
BLS12-381-G1,msm,64,4,parallel,10,5734869.000000,7288221.350000,5948619.100000,0.13600081,512,89278.412462
BLS12-381-G1,msm,64,8,parallel,10,4703036.500000,5050944.800000,4319729.200000,0.16833450,512,108865.835934
BLS12-381-G1,msm,128,1,serial,10,30750009.500000,37175338.050000,31970943.100000,0.10339629,1024,33300.802720
BLS12-381-G1,msm,128,2,parallel,10,15973989.000000,16831983.450000,16089117.600000,0.02873610,1024,64104.213418
BLS12-381-G1,msm,128,4,parallel,10,8277268.500000,9014936.450000,8368370.300000,0.04720688,1024,123712.309200
BLS12-381-G1,msm,128,8,parallel,10,5018268.000000,7088601.900000,5596797.700000,0.19365200,1024,204054.466601
BLS12-381-G1,msm,256,1,serial,10,53260696.500000,56218281.100000,53779360.300000,0.02468919,2048,38452.369845
BLS12-381-G1,msm,256,2,parallel,10,27030052.500000,31293164.050000,27703230.600000,0.08460059,2048,75767.518395
BLS12-381-G1,msm,256,4,parallel,10,13935432.000000,14241759.400000,13918322.300000,0.01738057,2048,146963.509994
BLS12-381-G1,msm,256,8,parallel,10,8644913.500000,11898645.050000,9220555.500000,0.22728129,2048,236902.312556
BLS12-381-G1,msm,512,1,serial,10,91856336.000000,92693857.900000,91889895.000000,0.00662633,4096,44591.371465
BLS12-381-G1,msm,512,2,parallel,10,46997874.000000,61730631.100000,49834074.500000,0.12630470,4096,87152.878447
BLS12-381-G1,msm,512,4,parallel,10,23870775.500000,26477987.300000,24260630.000000,0.05527737,4096,171590.571073
BLS12-381-G1,msm,512,8,parallel,10,14090445.500000,19639464.200000,15305244.900000,0.18039620,4096,290693.434782
BN254,field_add,2,1,serial,10,581.000000,794.000000,596.200000,0.19370221,16,27538726.333907
BN254,field_add,2,2,parallel,10,78835.500000,510345.150000,155354.500000,1.59541927,16,202954.252843
BN254,field_add,2,4,parallel,10,238123.000000,740811.000000,311187.300000,0.89741465,16,67192.165394
BN254,field_add,2,8,parallel,10,523259.000000,1199920.550000,619234.500000,0.56225549,16,30577.591594
BN254,field_add,4,1,serial,10,726.000000,869.500000,720.300000,0.17412590,32,44077134.986226
BN254,field_add,4,2,parallel,10,85326.500000,118618.800000,87856.600000,0.20897614,32,375030.031702
BN254,field_add,4,4,parallel,10,249797.500000,337111.600000,253076.100000,0.29311561,32,128103.764049
BN254,field_add,4,8,parallel,10,486621.500000,568145.500000,489378.000000,0.12036727,32,65759.527682
BN254,field_add,8,1,serial,10,726.000000,824.000000,728.600000,0.08279128,64,88154269.972452
BN254,field_add,8,2,parallel,10,93216.000000,110633.350000,95174.500000,0.10025277,64,686577.411603
BN254,field_add,8,4,parallel,10,203500.000000,264497.700000,203253.500000,0.26846379,64,314496.314496
BN254,field_add,8,8,parallel,10,437358.500000,527146.850000,452162.600000,0.09841548,64,146333.042573
BN254,field_add,16,1,serial,10,921.500000,1161.500000,942.700000,0.16438830,128,138903960.933261
BN254,field_add,16,2,parallel,10,90767.500000,121291.150000,94131.900000,0.19245042,128,1410196.380863
BN254,field_add,16,4,parallel,10,248073.500000,335649.350000,249170.200000,0.25541308,128,515976.111918
BN254,field_add,16,8,parallel,10,533060.000000,722070.500000,560483.200000,0.18607530,128,240123.063070
BN254,field_add,32,1,serial,10,1427.500000,1698.500000,1487.900000,0.09450241,256,179334500.875657
BN254,field_add,32,2,parallel,10,78311.500000,100296.150000,82382.400000,0.12655366,256,3268996.252147
BN254,field_add,32,4,parallel,10,275162.500000,370968.500000,264363.300000,0.32267550,256,930359.333121
BN254,field_add,32,8,parallel,10,523541.500000,710250.850000,510656.800000,0.30810624,256,488977.473610
BN254,field_add,64,1,serial,10,2369.500000,2798.050000,2338.200000,0.13442623,512,216079341.633256
BN254,field_add,64,2,parallel,10,95453.000000,105137.600000,95518.600000,0.07615957,512,5363896.367846
BN254,field_add,64,4,parallel,10,187479.000000,325065.300000,220192.500000,0.34627476,512,2730972.535591
BN254,field_add,64,8,parallel,10,576099.500000,643362.400000,545657.100000,0.18687016,512,888735.366026
BN254,field_add,128,1,serial,10,3176.000000,3765.000000,3310.300000,0.08697449,1024,322418136.020151
BN254,field_add,128,2,parallel,10,91353.500000,107080.100000,92392.000000,0.10295820,1024,11209203.807189
BN254,field_add,128,4,parallel,10,224776.000000,341060.850000,227437.000000,0.36330650,1024,4555646.510304
BN254,field_add,128,8,parallel,10,528542.000000,704925.700000,550870.800000,0.16872240,1024,1937405.163639
BN254,field_add,256,1,serial,10,6342.000000,7017.000000,6189.800000,0.10813598,2048,322926521.602018
BN254,field_add,256,2,parallel,10,104426.500000,130765.850000,104803.700000,0.16381512,2048,19611880.126213
BN254,field_add,256,4,parallel,10,214248.500000,334832.000000,242836.500000,0.24635123,2048,9558993.411856
BN254,field_add,256,8,parallel,10,591169.000000,727425.200000,575831.000000,0.20708292,2048,3464322.384969
BN254,field_add,512,1,serial,10,12287.500000,12906.500000,11756.900000,0.09578854,4096,333346897.253306
BN254,field_add,512,2,parallel,10,100404.500000,132154.200000,104607.100000,0.15957316,4096,40794984.288553
BN254,field_add,512,4,parallel,10,184538.500000,355391.250000,212958.500000,0.38134492,4096,22195910.338493
BN254,field_add,512,8,parallel,10,544865.500000,646938.650000,526071.700000,0.21585751,4096,7517451.554558
BN254,field_inv,2,1,serial,10,76157.000000,84385.050000,75759.000000,0.11459396,16,210092.309308
BN254,field_inv,2,2,parallel,10,139310.000000,169511.700000,139664.700000,0.14931493,16,114851.769435
BN254,field_inv,2,4,parallel,10,187867.000000,260538.750000,200921.500000,0.17425656,16,85166.633842
BN254,field_inv,2,8,parallel,10,684485.000000,850792.100000,692144.200000,0.15127524,16,23375.238318
BN254,field_inv,4,1,serial,10,112915.000000,136022.100000,119155.600000,0.10270035,32,283399.016960
BN254,field_inv,4,2,parallel,10,163984.000000,192669.450000,166479.700000,0.09816199,32,195140.989365
BN254,field_inv,4,4,parallel,10,212715.500000,241709.950000,214148.400000,0.09517831,32,150435.675821
BN254,field_inv,4,8,parallel,10,633233.000000,668909.950000,604783.500000,0.11056986,32,50534.321490
BN254,field_inv,8,1,serial,10,189582.500000,235438.450000,199157.700000,0.12729124,64,337583.901468
BN254,field_inv,8,2,parallel,10,205672.000000,258104.100000,215724.000000,0.11863102,64,311175.074877
BN254,field_inv,8,4,parallel,10,249222.000000,418562.300000,275685.600000,0.30504588,64,256799.158983
BN254,field_inv,8,8,parallel,10,617239.000000,765558.650000,619585.100000,0.18764627,64,103687.550527
BN254,field_inv,16,1,serial,10,312677.000000,389045.900000,329873.900000,0.10415144,128,409368.133889
BN254,field_inv,16,2,parallel,10,268474.500000,310812.950000,270433.100000,0.08956527,128,476767.812213
BN254,field_inv,16,4,parallel,10,311357.000000,415529.950000,327609.900000,0.17015503,128,411103.652720
BN254,field_inv,16,8,parallel,10,690694.500000,825341.600000,686768.300000,0.13940611,128,185320.717046
BN254,field_inv,32,1,serial,10,576713.500000,701098.150000,598403.600000,0.09095929,256,443894.585440
BN254,field_inv,32,2,parallel,10,456173.500000,488713.650000,441938.300000,0.09644291,256,561189.985828
BN254,field_inv,32,4,parallel,10,409669.500000,537001.400000,426381.000000,0.18848086,256,624893.969407
BN254,field_inv,32,8,parallel,10,685064.500000,795434.400000,681365.900000,0.10837753,256,373687.441110
BN254,field_inv,64,1,serial,10,1133956.000000,1292789.550000,1164928.900000,0.06196865,512,451516.637330
BN254,field_inv,64,2,parallel,10,726001.000000,882136.800000,761860.800000,0.11236963,512,705233.188384
BN254,field_inv,64,4,parallel,10,574229.000000,805423.150000,599165.900000,0.20565052,512,891630.342599
BN254,field_inv,64,8,parallel,10,763280.500000,847561.400000,744316.700000,0.13204333,512,670788.786036
BN254,field_inv,128,1,serial,10,2229589.000000,2526791.550000,2273660.900000,0.06234251,1024,459277.472216
BN254,field_inv,128,2,parallel,10,1394763.500000,1606182.050000,1404384.500000,0.09463449,1024,734174.646813
BN254,field_inv,128,4,parallel,10,893921.000000,1062445.050000,924330.500000,0.08777267,1024,1145515.095853
BN254,field_inv,128,8,parallel,10,938711.500000,1007980.150000,902807.000000,0.12046827,1024,1090856.988542
BN254,field_inv,256,1,serial,10,4516359.500000,4615898.150000,4470828.900000,0.02707492,2048,453462.573119
BN254,field_inv,256,2,parallel,10,2691158.500000,3293767.100000,2744357.000000,0.11872246,2048,761010.546202
BN254,field_inv,256,4,parallel,10,1635157.000000,2335417.050000,1735000.600000,0.18823354,2048,1252479.119742
BN254,field_inv,256,8,parallel,10,1314221.000000,1473547.150000,1290395.400000,0.11811768,2048,1558337.600754
BN254,field_inv,512,1,serial,10,8674504.500000,9273456.400000,8777101.600000,0.03549836,4096,472188.353813
BN254,field_inv,512,2,parallel,10,4888558.000000,5510938.250000,4951663.900000,0.07244378,4096,837874.890714
BN254,field_inv,512,4,parallel,10,2617303.500000,3476922.750000,2767392.900000,0.16667725,4096,1564969.442787
BN254,field_inv,512,8,parallel,10,1908471.000000,2478549.900000,2031556.600000,0.16068137,4096,2146220.718051
BN254,field_mul,2,1,serial,10,681.500000,1053.000000,724.300000,0.27359899,16,23477622.890682
BN254,field_mul,2,2,parallel,10,79901.500000,112267.900000,86065.500000,0.18956344,16,200246.553569
BN254,field_mul,2,4,parallel,10,282204.500000,376274.150000,268156.300000,0.32603573,16,56696.473657
BN254,field_mul,2,8,parallel,10,513951.500000,640533.500000,520497.600000,0.14157232,16,31131.342160
BN254,field_mul,4,1,serial,10,1046.500000,1230.000000,1083.800000,0.08637428,32,30578117.534639
BN254,field_mul,4,2,parallel,10,90627.500000,108631.800000,89921.500000,0.15714365,32,353093.707760
BN254,field_mul,4,4,parallel,10,250029.500000,312706.700000,247800.800000,0.19155838,32,127984.897782
BN254,field_mul,4,8,parallel,10,518805.500000,629574.950000,515815.900000,0.15164463,32,61680.147955
BN254,field_mul,8,1,serial,10,1683.500000,1971.950000,1647.000000,0.16729853,64,38016038.016038
BN254,field_mul,8,2,parallel,10,77794.500000,91733.850000,78755.600000,0.09574466,64,822680.266600
BN254,field_mul,8,4,parallel,10,229428.000000,323139.450000,220883.300000,0.33945488,64,278954.617571
BN254,field_mul,8,8,parallel,10,501578.000000,675913.750000,523331.400000,0.19696661,64,127597.302912
BN254,field_mul,16,1,serial,10,2615.000000,3437.500000,2758.000000,0.13506422,128,48948374.760994
BN254,field_mul,16,2,parallel,10,88933.500000,99491.950000,89514.900000,0.07213832,128,1439277.662523
BN254,field_mul,16,4,parallel,10,260014.500000,413333.200000,276676.600000,0.35179215,128,492280.238217
BN254,field_mul,16,8,parallel,10,584182.500000,739188.400000,578693.800000,0.20403507,128,219109.610439
BN254,field_mul,32,1,serial,10,4709.000000,5449.600000,4809.900000,0.07656543,256,54363983.860692
BN254,field_mul,32,2,parallel,10,100326.500000,105638.200000,99468.100000,0.05107330,256,2551668.801364
BN254,field_mul,32,4,parallel,10,252678.500000,285769.100000,225044.000000,0.25823012,256,1013145.162727
BN254,field_mul,32,8,parallel,10,584274.500000,703919.050000,586923.500000,0.15933272,256,438150.218776
BN254,field_mul,64,1,serial,10,11115.000000,13271.800000,10827.100000,0.15882387,512,46063877.642825
BN254,field_mul,64,2,parallel,10,102392.000000,119503.500000,105268.300000,0.07954322,512,5000390.655520
BN254,field_mul,64,4,parallel,10,236735.500000,383950.400000,252442.200000,0.37626988,512,2162751.256149
BN254,field_mul,64,8,parallel,10,542149.000000,626727.900000,550206.500000,0.12416850,512,944389.826413
BN254,field_mul,128,1,serial,10,17873.000000,22307.550000,19366.900000,0.11751686,1024,57293123.706149
BN254,field_mul,128,2,parallel,10,106294.500000,120805.250000,106890.000000,0.10602689,1024,9633612.275329
