curve,operation,size,threads,serial_elapsed_ns_p50,parallel_elapsed_ns_p50,speedup,efficiency
BN254,field_inv,32,4,576713.500000,409669.500000,1.40775308,0.35193827
BN254,field_inv,32,8,576713.500000,685064.500000,0.84183825,0.10522978
BN254,field_inv,64,2,1133956.000000,726001.000000,1.56192071,0.78096036
BN254,field_inv,64,4,1133956.000000,574229.000000,1.97474527,0.49368632
BN254,field_inv,64,8,1133956.000000,763280.500000,1.48563470,0.18570434
BN254,field_inv,128,2,2229589.000000,1394763.500000,1.59854269,0.79927135
BN254,field_inv,128,4,2229589.000000,893921.000000,2.49416783,0.62354196
BN254,field_inv,128,8,2229589.000000,938711.500000,2.37515893,0.29689487
BN254,field_inv,256,2,4516359.500000,2691158.500000,1.67822129,0.83911065
BN254,field_inv,256,4,4516359.500000,1635157.000000,2.76203417,0.69050854
BN254,field_inv,256,8,4516359.500000,1314221.000000,3.43652970,0.42956621
BN254,field_inv,512,2,8674504.500000,4888558.000000,1.77445056,0.88722528
BN254,field_inv,512,4,8674504.500000,2617303.500000,3.31429064,0.82857266
BN254,field_inv,512,8,8674504.500000,1908471.000000,4.54526398,0.56815800
BN254,field_mul,2,2,681.500000,79901.500000,0.00852925,0.00426463
BN254,field_mul,2,4,681.500000,282204.500000,0.00241492,0.00060373
BN254,field_mul,2,8,681.500000,513951.500000,0.00132600,0.00016575
BN254,field_mul,4,2,1046.500000,90627.500000,0.01154727,0.00577363
BN254,field_mul,4,4,1046.500000,250029.500000,0.00418551,0.00104638
BN254,field_mul,4,8,1046.500000,518805.500000,0.00201713,0.00025214
BN254,field_mul,8,2,1683.500000,77794.500000,0.02164035,0.01082017
BN254,field_mul,8,4,1683.500000,229428.000000,0.00733781,0.00183445
BN254,field_mul,8,8,1683.500000,501578.000000,0.00335641,0.00041955
BN254,field_mul,16,2,2615.000000,88933.500000,0.02940399,0.01470200
BN254,field_mul,16,4,2615.000000,260014.500000,0.01005713,0.00251428
BN254,field_mul,16,8,2615.000000,584182.500000,0.00447634,0.00055954
BN254,field_mul,32,2,4709.000000,100326.500000,0.04693675,0.02346838
BN254,field_mul,32,4,4709.000000,252678.500000,0.01863633,0.00465908
BN254,field_mul,32,8,4709.000000,584274.500000,0.00805957,0.00100745
BN254,field_mul,64,2,11115.000000,102392.000000,0.10855340,0.05427670
BN254,field_mul,64,4,11115.000000,236735.500000,0.04695113,0.01173778
BN254,field_mul,64,8,11115.000000,542149.000000,0.02050174,0.00256272
BN254,field_mul,128,2,17873.000000,106294.500000,0.16814605,0.08407302
BN254,field_mul,128,4,17873.000000,200315.000000,0.08922447,0.02230612
BN254,field_mul,128,8,17873.000000,605522.000000,0.02951668,0.00368959
BN254,field_mul,256,2,34714.000000,117278.000000,0.29599754,0.14799877
BN254,field_mul,256,4,34714.000000,177547.000000,0.19552006,0.04888001
BN254,field_mul,256,8,34714.000000,641091.000000,0.05414832,0.00676854
BN254,field_mul,512,2,68552.500000,140890.500000,0.48656581,0.24328290
BN254,field_mul,512,4,68552.500000,202563.500000,0.33842474,0.08460619
BN254,field_mul,512,8,68552.500000,661582.000000,0.10361905,0.01295238
BN254,multi_pairing,2,2,7247423.000000,4015307.000000,1.80494866,0.90247433
BN254,multi_pairing,2,4,7247423.000000,2420430.000000,2.99427085,0.74856771
BN254,multi_pairing,2,8,7247423.000000,1748135.500000,4.14580163,0.51822520
BN254,multi_pairing,4,2,10404108.500000,5610446.500000,1.85441720,0.92720860
BN254,multi_pairing,4,4,10404108.500000,3180264.500000,3.27146013,0.81786503
BN254,multi_pairing,4,8,10404108.500000,2519649.000000,4.12918962,0.51614870
BN254,multi_pairing,8,2,17723181.500000,9443747.000000,1.87671075,0.93835537
BN254,multi_pairing,8,4,17723181.500000,5205343.000000,3.40480570,0.85120142
BN254,multi_pairing,8,8,17723181.500000,3296131.500000,5.37696433,0.67212054
BN254,multi_pairing,16,2,33285786.500000,16709501.000000,1.99202756,0.99601378
BN254,multi_pairing,16,4,33285786.500000,8692492.000000,3.82925708,0.95731427
BN254,multi_pairing,16,8,33285786.500000,6628921.000000,5.02129781,0.62766223
BN254,multi_pairing,32,2,66680622.000000,32124178.000000,2.07571450,1.03785725
BN254,multi_pairing,32,4,66680622.000000,16580737.500000,4.02157154,1.00539288
BN254,multi_pairing,32,8,66680622.000000,10823922.500000,6.16048591,0.77006074
BN254,multi_pairing,64,2,128478796.500000,63687460.000000,2.01733271,1.00866636
BN254,multi_pairing,64,4,128478796.500000,32729436.000000,3.92548153,0.98137038
BN254,multi_pairing,64,8,128478796.500000,22203424.000000,5.78644071,0.72330509
BN254,ntt,2,2,1668.500000,85083.500000,0.01961015,0.00980507
BN254,ntt,2,4,1668.500000,204323.000000,0.00816599,0.00204150
BN254,ntt,2,8,1668.500000,557030.500000,0.00299535,0.00037442
BN254,ntt,4,2,2675.000000,94821.500000,0.02821090,0.01410545
BN254,ntt,4,4,2675.000000,157458.000000,0.01698866,0.00424716
BN254,ntt,4,8,2675.000000,535197.500000,0.00499815,0.00062477
BN254,ntt,8,2,5420.000000,95347.000000,0.05684500,0.02842250
BN254,ntt,8,4,5420.000000,207061.000000,0.02617586,0.00654397
BN254,ntt,8,8,5420.000000,583757.500000,0.00928468,0.00116058
BN254,ntt,16,2,12498.000000,99137.000000,0.12606797,0.06303398
BN254,ntt,16,4,12498.000000,194203.500000,0.06435517,0.01608879
BN254,ntt,16,8,12498.000000,545006.500000,0.02293184,0.00286648
BN254,ntt,32,2,30251.000000,118771.500000,0.25469915,0.12734957
BN254,ntt,32,4,30251.000000,181207.500000,0.16694121,0.04173530
BN254,ntt,32,8,30251.000000,562107.000000,0.05381716,0.00672714
BN254,ntt,64,2,54761.500000,138733.500000,0.39472442,0.19736221
BN254,ntt,64,4,54761.500000,193705.000000,0.28270566,0.07067642
BN254,ntt,64,8,54761.500000,581995.500000,0.09409265,0.01176158
BN254,ntt,128,2,139795.000000,175682.000000,0.79572751,0.39786375
BN254,ntt,128,4,139795.000000,210367.000000,0.66452913,0.16613228
BN254,ntt,128,8,139795.000000,529019.500000,0.26425302,0.03303163
BN254,ntt,256,2,293140.000000,287440.000000,1.01983023,0.50991511
BN254,ntt,256,4,293140.000000,269674.000000,1.08701618,0.27175404
BN254,ntt,256,8,293140.000000,562682.500000,0.52096875,0.06512109
BN254,ntt,512,2,761532.000000,523062.500000,1.45591014,0.72795507
BN254,ntt,512,4,761532.000000,415469.500000,1.83294321,0.45823580
BN254,ntt,512,8,761532.000000,658019.000000,1.15731005,0.14466376
BN254-G1,msm,2,2,1184309.000000,890711.500000,1.32962132,0.66481066
BN254-G1,msm,2,4,1184309.000000,594599.500000,1.99177598,0.49794399
BN254-G1,msm,2,8,1184309.000000,672154.500000,1.76195949,0.22024494
BN254-G1,msm,4,2,1689374.000000,1152633.500000,1.46566450,0.73283225
BN254-G1,msm,4,4,1689374.000000,777439.000000,2.17299878,0.54324970
BN254-G1,msm,4,8,1689374.000000,767338.000000,2.20160347,0.27520043
BN254-G1,msm,8,2,2468904.000000,1526661.000000,1.61719203,0.80859601
BN254-G1,msm,8,4,2468904.000000,1020048.000000,2.42038022,0.60509505
BN254-G1,msm,8,8,2468904.000000,835270.000000,2.95581548,0.36947694
BN254-G1,msm,16,2,3943616.000000,2344318.000000,1.68220182,0.84110091
BN254-G1,msm,16,4,3943616.000000,1453553.000000,2.71308717,0.67827179
BN254-G1,msm,16,8,3943616.000000,1110105.500000,3.55246956,0.44405870
BN254-G1,msm,32,2,6236295.000000,3555066.000000,1.75419950,0.87709975
BN254-G1,msm,32,4,6236295.000000,2087941.500000,2.98681500,0.74670375
BN254-G1,msm,32,8,6236295.000000,1540847.000000,4.04731618,0.50591452
BN254-G1,msm,64,2,10458762.500000,5554593.000000,1.88290348,0.94145174
BN254-G1,msm,64,4,10458762.500000,3291273.500000,3.17772513,0.79443128
BN254-G1,msm,64,8,10458762.500000,2691200.500000,3.88628142,0.48578518
BN254-G1,msm,128,2,16793436.000000,8740259.500000,1.92138872,0.96069436
BN254-G1,msm,128,4,16793436.000000,4738392.000000,3.54412130,0.88603032
BN254-G1,msm,128,8,16793436.000000,2994302.000000,5.60846434,0.70105804
BN254-G1,msm,256,2,28611902.500000,14989595.000000,1.90878423,0.95439211
BN254-G1,msm,256,4,28611902.500000,7792930.500000,3.67152030,0.91788007
BN254-G1,msm,256,8,28611902.500000,6091035.000000,4.69737943,0.58717243
BN254-G1,msm,512,2,49364598.500000,26246725.500000,1.88079075,0.94039537
BN254-G1,msm,512,4,49364598.500000,13209907.000000,3.73693763,0.93423441
BN254-G1,msm,512,8,49364598.500000,8296188.000000,5.95027481,0.74378435
BW6-761,field_add,2,2,986.500000,95404.500000,0.01034018,0.00517009
BW6-761,field_add,2,4,986.500000,198124.000000,0.00497920,0.00124480
BW6-761,field_add,2,8,986.500000,504081.000000,0.00195703,0.00024463
BW6-761,field_add,4,2,1102.000000,92776.000000,0.01187807,0.00593904
BW6-761,field_add,4,4,1102.000000,222917.500000,0.00494353,0.00123588
BW6-761,field_add,4,8,1102.000000,453171.000000,0.00243175,0.00030397
BW6-761,field_add,8,2,1432.500000,96603.500000,0.01482866,0.00741433
BW6-761,field_add,8,4,1432.500000,197550.000000,0.00725133,0.00181283
BW6-761,field_add,8,8,1432.500000,536051.500000,0.00267232,0.00033404
BW6-761,field_add,16,2,2049.000000,94158.500000,0.02176118,0.01088059
BW6-761,field_add,16,4,2049.000000,220257.000000,0.00930277,0.00232569
BW6-761,field_add,16,8,2049.000000,460038.500000,0.00445398,0.00055675
BW6-761,field_add,32,2,4428.000000,101028.000000,0.04382943,0.02191472
BW6-761,field_add,32,4,4428.000000,244968.500000,0.01807579,0.00451895
BW6-761,field_add,32,8,4428.000000,477856.500000,0.00926638,0.00115830
BW6-761,field_add,64,2,7519.000000,102290.500000,0.07350634,0.03675317
BW6-761,field_add,64,4,7519.000000,205017.500000,0.03667492,0.00916873
BW6-761,field_add,64,8,7519.000000,522906.500000,0.01437924,0.00179741
BW6-761,field_add,128,2,15794.000000,107412.000000,0.14704130,0.07352065
BW6-761,field_add,128,4,15794.000000,184203.500000,0.08574213,0.02143553
BW6-761,field_add,128,8,15794.000000,576816.000000,0.02738135,0.00342267
BW6-761,field_add,256,2,31524.000000,118569.000000,0.26587051,0.13293525
BW6-761,field_add,256,4,31524.000000,173801.000000,0.18137985,0.04534496
BW6-761,field_add,256,8,31524.000000,554462.000000,0.05685511,0.00710689
BW6-761,field_add,512,2,61049.000000,139001.500000,0.43919670,0.21959835
BW6-761,field_add,512,4,61049.000000,191852.500000,0.31820800,0.07955200
BW6-761,field_add,512,8,61049.000000,653621.500000,0.09340115,0.01167514
BW6-761,field_inv,2,2,164211.000000,189397.500000,0.86701778,0.43350889
BW6-761,field_inv,2,4,164211.000000,218124.000000,0.75283325,0.18820831
BW6-761,field_inv,2,8,164211.000000,676764.000000,0.24264145,0.03033018
BW6-761,field_inv,4,2,288071.000000,264223.000000,1.09025709,0.54512855
BW6-761,field_inv,4,4,288071.000000,232550.000000,1.23874866,0.30968716
BW6-761,field_inv,4,8,288071.000000,611703.000000,0.47093279,0.05886660
BW6-761,field_inv,8,2,435080.000000,376881.000000,1.15442275,0.57721137
BW6-761,field_inv,8,4,435080.000000,387761.500000,1.12202991,0.28050748
BW6-761,field_inv,8,8,435080.000000,534812.500000,0.81351876,0.10168984
BW6-761,field_inv,16,2,841937.000000,581650.000000,1.44749764,0.72374882
BW6-761,field_inv,16,4,841937.000000,494560.500000,1.70239435,0.42559859
BW6-761,field_inv,16,8,841937.000000,661268.000000,1.27321600,0.15915200
BW6-761,field_inv,32,2,1629682.500000,942749.500000,1.72864849,0.86432425
BW6-761,field_inv,32,4,1629682.500000,649218.000000,2.51022384,0.62755596
BW6-761,field_inv,32,8,1629682.500000,683322.500000,2.38493903,0.29811738
BW6-761,field_inv,64,2,2991512.000000,1746666.000000,1.71269836,0.85634918
BW6-761,field_inv,64,4,2991512.000000,1147385.000000,2.60724343,0.65181086
BW6-761,field_inv,64,8,2991512.000000,1036256.000000,2.88684649,0.36085581
BW6-761,field_inv,128,2,5798235.000000,3201533.500000,1.81108053,0.90554027
BW6-761,field_inv,128,4,5798235.000000,1826694.000000,3.17416874,0.79354219
BW6-761,field_inv,128,8,5798235.000000,1717912.000000,3.37516415,0.42189552
BW6-761,field_inv,256,2,11203212.500000,5927183.000000,1.89014115,0.94507058
BW6-761,field_inv,256,4,11203212.500000,3613595.000000,3.10029555,0.77507389
BW6-761,field_inv,256,8,11203212.500000,2170284.000000,5.16209515,0.64526189
BW6-761,field_inv,512,2,22303942.000000,11805165.000000,1.88933759,0.94466880
BW6-761,field_inv,512,4,22303942.000000,6074357.000000,3.67181942,0.91795486
BW6-761,field_inv,512,8,22303942.000000,3590642.000000,6.21168638,0.77646080
BW6-761,field_mul,2,2,1002.000000,92398.000000,0.01084439,0.00542220
BW6-761,field_mul,2,4,1002.000000,261051.000000,0.00383833,0.00095958
BW6-761,field_mul,2,8,1002.000000,414601.000000,0.00241678,0.00030210
BW6-761,field_mul,4,2,1653.500000,90133.000000,0.01834511,0.00917256
BW6-761,field_mul,4,4,1653.500000,281927.000000,0.00586499,0.00146625
BW6-761,field_mul,4,8,1653.500000,420659.000000,0.00393074,0.00049134
BW6-761,field_mul,8,2,2755.000000,92831.500000,0.02967743,0.01483871
BW6-761,field_mul,8,4,2755.000000,159261.500000,0.01729859,0.00432465
BW6-761,field_mul,8,8,2755.000000,425629.500000,0.00647277,0.00080910
BW6-761,field_mul,16,2,4664.000000,97066.500000,0.04804953,0.02402477
BW6-761,field_mul,16,4,4664.000000,190747.000000,0.02445124,0.00611281
BW6-761,field_mul,16,8,4664.000000,522850.500000,0.00892033,0.00111504
BW6-761,field_mul,32,2,8966.500000,98056.000000,0.09144265,0.04572132
BW6-761,field_mul,32,4,8966.500000,193776.000000,0.04627250,0.01156813
BW6-761,field_mul,32,8,8966.500000,543297.000000,0.01650386,0.00206298
BW6-761,field_mul,64,2,21474.500000,119758.500000,0.17931504,0.08965752
BW6-761,field_mul,64,4,21474.500000,169548.000000,0.12665735,0.03166434
BW6-761,field_mul,64,8,21474.500000,498232.000000,0.04310141,0.00538768
BW6-761,field_mul,128,2,35325.500000,137215.000000,0.25744634,0.12872317
BW6-761,field_mul,128,4,35325.500000,173237.000000,0.20391429,0.05097857
BW6-761,field_mul,128,8,35325.500000,545014.500000,0.06481571,0.00810196
BW6-761,field_mul,256,2,83600.500000,138400.500000,0.60404767,0.30202384
BW6-761,field_mul,256,4,83600.500000,192685.500000,0.43387022,0.10846755
BW6-761,field_mul,256,8,83600.500000,526072.000000,0.15891456,0.01986432
BW6-761,field_mul,512,2,163053.500000,180035.000000,0.90567667,0.45283834
BW6-761,field_mul,512,4,163053.500000,217269.500000,0.75046659,0.18761665
BW6-761,field_mul,512,8,163053.500000,604475.500000,0.26974377,0.03371797
BW6-761,multi_pairing,2,2,37977497.000000,20009786.500000,1.89794614,0.94897307
BW6-761,multi_pairing,2,4,37977497.000000,10213147.500000,3.71849099,0.92962275
BW6-761,multi_pairing,2,8,37977497.000000,6133860.000000,6.19145155,0.77393144
BW6-761,multi_pairing,4,2,57485507.000000,28698809.500000,2.00306243,1.00153121
BW6-761,multi_pairing,4,4,57485507.000000,15657535.000000,3.67142765,0.91785691
BW6-761,multi_pairing,4,8,57485507.000000,10908001.500000,5.27003109,0.65875389
BW6-761,multi_pairing,8,2,101970436.000000,50882164.000000,2.00405069,1.00202535
BW6-761,multi_pairing,8,4,101970436.000000,26334816.000000,3.87207703,0.96801926
BW6-761,multi_pairing,8,8,101970436.000000,19701342.000000,5.17581168,0.64697646
BW6-761,multi_pairing,16,2,185916612.000000,94252437.000000,1.97253904,0.98626952
BW6-761,multi_pairing,16,4,185916612.000000,50519955.000000,3.68006290,0.92001572
BW6-761,multi_pairing,16,8,185916612.000000,31116245.000000,5.97490513,0.74686314
BW6-761,multi_pairing,32,2,355011895.000000,189710357.500000,1.87133639,0.93566819
BW6-761,multi_pairing,32,4,355011895.000000,98697948.500000,3.59695313,0.89923828
BW6-761,multi_pairing,32,8,355011895.000000,64394359.000000,5.51308997,0.68913625
BW6-761,multi_pairing,64,2,692693578.000000,360247742.500000,1.92282559,0.96141279
BW6-761,multi_pairing,64,4,692693578.000000,203606617.000000,3.40211722,0.85052931
BW6-761,multi_pairing,64,8,692693578.000000,122240583.000000,5.66664164,0.70833021
BW6-761,ntt,2,2,1984.000000,90983.000000,0.02180627,0.01090314
BW6-761,ntt,2,4,1984.000000,178865.500000,0.01109213,0.00277303
BW6-761,ntt,2,8,1984.000000,521079.500000,0.00380748,0.00047594
BW6-761,ntt,4,2,4103.000000,93007.500000,0.04411472,0.02205736
BW6-761,ntt,4,4,4103.000000,158097.000000,0.02595242,0.00648811
BW6-761,ntt,4,8,4103.000000,590688.000000,0.00694614,0.00086827
BW6-761,ntt,8,2,7814.500000,96845.000000,0.08069079,0.04034540
BW6-761,ntt,8,4,7814.500000,178342.000000,0.04381750,0.01095437
BW6-761,ntt,8,8,7814.500000,519455.500000,0.01504364,0.00188045
BW6-761,ntt,16,2,20453.500000,120521.000000,0.16970901,0.08485451
BW6-761,ntt,16,4,20453.500000,176866.500000,0.11564372,0.02891093
BW6-761,ntt,16,8,20453.500000,518931.000000,0.03941468,0.00492684
BW6-761,ntt,32,2,41422.500000,126666.000000,0.32702146,0.16351073
BW6-761,ntt,32,4,41422.500000,173746.000000,0.23840837,0.05960209
BW6-761,ntt,32,8,41422.500000,564029.500000,0.07344031,0.00918004
BW6-761,ntt,64,2,106513.500000,170340.500000,0.62529757,0.31264878
BW6-761,ntt,64,4,106513.500000,171211.000000,0.62211832,0.15552958
BW6-761,ntt,64,8,106513.500000,553383.500000,0.19247683,0.02405960
BW6-761,ntt,128,2,262744.000000,246565.500000,1.06561542,0.53280771
BW6-761,ntt,128,4,262744.000000,248078.000000,1.05911850,0.26477963
BW6-761,ntt,128,8,262744.000000,511231.500000,0.51394329,0.06424291
BW6-761,ntt,256,2,494540.000000,429116.000000,1.15246227,0.57623114
BW6-761,ntt,256,4,494540.000000,391987.000000,1.26162347,0.31540587
BW6-761,ntt,256,8,494540.000000,568898.500000,0.86929391,0.10866174
BW6-761,ntt,512,2,1139149.500000,791588.000000,1.43906868,0.71953434
BW6-761,ntt,512,4,1139149.500000,581223.000000,1.95991814,0.48997953
BW6-761,ntt,512,8,1139149.500000,666019.000000,1.71038589,0.21379824
BW6-761-G1,msm,2,2,11285324.000000,5954214.500000,1.89535060,0.94767530
BW6-761-G1,msm,2,4,11285324.000000,3426552.000000,3.29349270,0.82337318
BW6-761-G1,msm,2,8,11285324.000000,2245294.000000,5.02621216,0.62827652
BW6-761-G1,msm,4,2,15999112.500000,8625121.000000,1.85494354,0.92747177
BW6-761-G1,msm,4,4,15999112.500000,4556072.500000,3.51160182,0.87790046
BW6-761-G1,msm,4,8,15999112.500000,3817818.500000,4.19064251,0.52383031
BW6-761-G1,msm,8,2,23342782.000000,12346843.000000,1.89058709,0.94529355
BW6-761-G1,msm,8,4,23342782.000000,6448942.500000,3.61962942,0.90490735
BW6-761-G1,msm,8,8,23342782.000000,4646155.000000,5.02410746,0.62801343
BW6-761-G1,msm,16,2,36189805.500000,18789944.500000,1.92601982,0.96300991
BW6-761-G1,msm,16,4,36189805.500000,9847057.500000,3.67518982,0.91879746
BW6-761-G1,msm,16,8,36189805.500000,5759794.000000,6.28317705,0.78539713
BW6-761-G1,msm,32,2,60276237.500000,31115809.500000,1.93715794,0.96857897
BW6-761-G1,msm,32,4,60276237.500000,15680181.500000,3.84410330,0.96102583
BW6-761-G1,msm,32,8,60276237.500000,11017001.500000,5.47120171,0.68390021
BW6-761-G1,msm,64,2,100559898.000000,51513434.500000,1.95211014,0.97605507
BW6-761-G1,msm,64,4,100559898.000000,26051988.000000,3.85997023,0.96499256
BW6-761-G1,msm,64,8,100559898.000000,17178560.500000,5.85380236,0.73172530
BW6-761-G1,msm,128,2,155947530.000000,82678398.000000,1.88619438,0.94309719
BW6-761-G1,msm,128,4,155947530.000000,40392076.500000,3.86084459,0.96521115
BW6-761-G1,msm,128,8,155947530.000000,29688373.000000,5.25281497,0.65660187
BW6-761-G1,msm,256,2,286718788.000000,134037859.500000,2.13908808,1.06954404
BW6-761-G1,msm,256,4,286718788.000000,72301258.500000,3.96561269,0.99140317
BW6-761-G1,msm,256,8,286718788.000000,49024854.500000,5.84843731,0.73105466
BW6-761-G1,msm,512,2,478523183.000000,250870624.500000,1.90745004,0.95372502
BW6-761-G1,msm,512,4,478523183.000000,126940785.000000,3.76965672,0.94241418
BW6-761-G1,msm,512,8,478523183.000000,86753179.000000,5.51591525,0.68948941
BabyJubjub-BN254,field_add,2,2,526.000000,98028.500000,0.00536579,0.00268289
BabyJubjub-BN254,field_add,2,4,526.000000,229937.500000,0.00228758,0.00057189
BabyJubjub-BN254,field_add,2,8,526.000000,464165.500000,0.00113322,0.00014165
BabyJubjub-BN254,field_add,4,2,731.500000,97965.500000,0.00746691,0.00373346
BabyJubjub-BN254,field_add,4,4,731.500000,205520.000000,0.00355926,0.00088982
BabyJubjub-BN254,field_add,4,8,731.500000,449409.000000,0.00162769,0.00020346
BabyJubjub-BN254,field_add,8,2,616.000000,94241.000000,0.00653643,0.00326822
BabyJubjub-BN254,field_add,8,4,616.000000,244409.500000,0.00252036,0.00063009
BabyJubjub-BN254,field_add,8,8,616.000000,436202.000000,0.00141219,0.00017652
BabyJubjub-BN254,field_add,16,2,867.000000,96444.500000,0.00898963,0.00449481
BabyJubjub-BN254,field_add,16,4,867.000000,203999.000000,0.00425002,0.00106251
BabyJubjub-BN254,field_add,16,8,867.000000,426251.000000,0.00203401,0.00025425
BabyJubjub-BN254,field_add,32,2,1247.000000,102453.500000,0.01217138,0.00608569
BabyJubjub-BN254,field_add,32,4,1247.000000,192448.000000,0.00647967,0.00161992
BabyJubjub-BN254,field_add,32,8,1247.000000,446415.500000,0.00279336,0.00034917
BabyJubjub-BN254,field_add,64,2,2174.000000,108031.000000,0.02012385,0.01006193
BabyJubjub-BN254,field_add,64,4,2174.000000,216564.000000,0.01003860,0.00250965
BabyJubjub-BN254,field_add,64,8,2174.000000,458122.500000,0.00474546,0.00059318
BabyJubjub-BN254,field_add,128,2,3346.500000,96885.500000,0.03454077,0.01727039
BabyJubjub-BN254,field_add,128,4,3346.500000,192137.500000,0.01741721,0.00435430
BabyJubjub-BN254,field_add,128,8,3346.500000,503404.000000,0.00664774,0.00083097
BabyJubjub-BN254,field_add,256,2,5645.000000,97281.000000,0.05802778,0.02901389
BabyJubjub-BN254,field_add,256,4,5645.000000,197219.500000,0.02862293,0.00715573
BabyJubjub-BN254,field_add,256,8,5645.000000,562755.000000,0.01003101,0.00125388
BabyJubjub-BN254,field_add,512,2,12758.500000,110375.500000,0.11559178,0.05779589
BabyJubjub-BN254,field_add,512,4,12758.500000,315705.500000,0.04041266,0.01010317
BabyJubjub-BN254,field_add,512,8,12758.500000,538091.500000,0.02371065,0.00296383
BabyJubjub-BN254,field_inv,2,2,66373.500000,138583.000000,0.47894403,0.23947201
BabyJubjub-BN254,field_inv,2,4,66373.500000,194031.000000,0.34207678,0.08551920
BabyJubjub-BN254,field_inv,2,8,66373.500000,541671.500000,0.12253460,0.01531682
BabyJubjub-BN254,field_inv,4,2,102786.000000,186051.500000,0.55245994,0.27622997
BabyJubjub-BN254,field_inv,4,4,102786.000000,203953.500000,0.50396782,0.12599195
BabyJubjub-BN254,field_inv,4,8,102786.000000,577710.000000,0.17791972,0.02223996
BabyJubjub-BN254,field_inv,8,2,196125.000000,215492.500000,0.91012448,0.45506224
BabyJubjub-BN254,field_inv,8,4,196125.000000,236164.500000,0.83045928,0.20761482
BabyJubjub-BN254,field_inv,8,8,196125.000000,591317.500000,0.33167461,0.04145933
BabyJubjub-BN254,field_inv,16,2,302077.500000,264297.000000,1.14294714,0.57147357
BabyJubjub-BN254,field_inv,16,4,302077.500000,328089.500000,0.92071676,0.23017919
BabyJubjub-BN254,field_inv,16,8,302077.500000,624202.000000,0.48394190,0.06049274
BabyJubjub-BN254,field_inv,32,2,557598.000000,447277.500000,1.24664889,0.62332445
BabyJubjub-BN254,field_inv,32,4,557598.000000,407013.500000,1.36997421,0.34249355
BabyJubjub-BN254,field_inv,32,8,557598.000000,624374.500000,0.89305057,0.11163132
BabyJubjub-BN254,field_inv,64,2,1045801.000000,768560.000000,1.36072785,0.68036393
BabyJubjub-BN254,field_inv,64,4,1045801.000000,564355.500000,1.85308905,0.46327226
BabyJubjub-BN254,field_inv,64,8,1045801.000000,669318.000000,1.56248749,0.19531094
BabyJubjub-BN254,field_inv,128,2,2264962.000000,1270996.000000,1.78203708,0.89101854
BabyJubjub-BN254,field_inv,128,4,2264962.000000,912138.000000,2.48313523,0.62078381
BabyJubjub-BN254,field_inv,128,8,2264962.000000,867790.000000,2.61003469,0.32625434
BabyJubjub-BN254,field_inv,256,2,4067140.500000,2337573.000000,1.73989882,0.86994941
BabyJubjub-BN254,field_inv,256,4,4067140.500000,1463924.500000,2.77824471,0.69456118
BabyJubjub-BN254,field_inv,256,8,4067140.500000,1267860.000000,3.20787824,0.40098478
BabyJubjub-BN254,field_inv,512,2,8271171.500000,5141058.000000,1.60884618,0.80442309
BabyJubjub-BN254,field_inv,512,4,8271171.500000,2491621.000000,3.31959455,0.82989864
BabyJubjub-BN254,field_inv,512,8,8271171.500000,2203957.500000,3.75287250,0.46910906
BabyJubjub-BN254,field_mul,2,2,731.000000,102585.000000,0.00712580,0.00356290
BabyJubjub-BN254,field_mul,2,4,731.000000,238188.000000,0.00306900,0.00076725
BabyJubjub-BN254,field_mul,2,8,731.000000,415406.500000,0.00175972,0.00021997
BabyJubjub-BN254,field_mul,4,2,811.500000,100559.500000,0.00806985,0.00403492
BabyJubjub-BN254,field_mul,4,4,811.500000,186682.500000,0.00434695,0.00108674
BabyJubjub-BN254,field_mul,4,8,811.500000,436362.500000,0.00185969,0.00023246
BabyJubjub-BN254,field_mul,8,2,1417.500000,112233.500000,0.01262992,0.00631496
BabyJubjub-BN254,field_mul,8,4,1417.500000,202666.500000,0.00699425,0.00174856
BabyJubjub-BN254,field_mul,8,8,1417.500000,426793.500000,0.00332128,0.00041516
BabyJubjub-BN254,field_mul,16,2,2560.000000,91630.000000,0.02793845,0.01396922
BabyJubjub-BN254,field_mul,16,4,2560.000000,264495.000000,0.00967882,0.00241971
BabyJubjub-BN254,field_mul,16,8,2560.000000,491775.000000,0.00520563,0.00065070
BabyJubjub-BN254,field_mul,32,2,5305.000000,89441.500000,0.05931251,0.02965626
BabyJubjub-BN254,field_mul,32,4,5305.000000,251357.500000,0.02110540,0.00527635
BabyJubjub-BN254,field_mul,32,8,5305.000000,481937.500000,0.01100765,0.00137596
BabyJubjub-BN254,field_mul,64,2,8431.000000,98298.000000,0.08576980,0.04288490
BabyJubjub-BN254,field_mul,64,4,8431.000000,194088.500000,0.04343895,0.01085974
BabyJubjub-BN254,field_mul,64,8,8431.000000,528638.500000,0.01594852,0.00199356
BabyJubjub-BN254,field_mul,128,2,16130.000000,100637.000000,0.16027902,0.08013951
BabyJubjub-BN254,field_mul,128,4,16130.000000,198572.000000,0.08122998,0.02030750
BabyJubjub-BN254,field_mul,128,8,16130.000000,591989.000000,0.02724713,0.00340589
BabyJubjub-BN254,field_mul,256,2,35771.500000,122273.000000,0.29255437,0.14627718
BabyJubjub-BN254,field_mul,256,4,35771.500000,175959.500000,0.20329394,0.05082348
BabyJubjub-BN254,field_mul,256,8,35771.500000,542908.500000,0.06588864,0.00823608
BabyJubjub-BN254,field_mul,512,2,71137.000000,150885.000000,0.47146502,0.23573251
